Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_88:Head_M1,,,Snake_88:M2,,,Snake_88:M3,,,Snake_88:M4,,,Snake_88:M5,,,Snake_88:M6,,,Snake_88:M7,,,Snake_88:M8,,,Snake_88:M9,,,Snake_88:Vent_M10,,,brancho:OriginEnd,,,brancho:TargetEnd,,,brancho:OriginOther,,,brancho:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.613,-98.6256,261.86,398.788,-48.5195,259.061,-882.656,-152.854,277.759,794.451,-16.2348,272.291
128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.614,-98.631,261.871,398.787,-48.5251,259.05,-882.656,-152.854,277.759,794.465,-16.2302,272.306
129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.615,-98.6299,261.871,398.786,-48.5217,259.063,-882.656,-152.854,277.759,794.463,-16.2293,272.291
130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6322,261.873,398.776,-48.494,259.053,-882.665,-152.836,277.761,794.467,-16.2305,272.317
131,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.642,-98.7118,261.866,398.776,-48.4919,259.054,-882.656,-152.854,277.759,794.47,-16.2104,272.291
132,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.616,-98.6298,261.862,398.776,-48.4891,259.059,-882.656,-152.855,277.759,794.459,-16.2158,272.306
133,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.615,-98.6264,261.862,398.788,-48.4592,259.058,-882.665,-152.836,277.761,794.474,-16.1885,272.304
134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.606,-98.6108,261.855,398.788,-48.4586,259.058,-882.665,-152.836,277.761,794.462,-16.1933,272.304
135,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.642,-98.7112,261.866,398.788,-48.4571,259.059,-882.656,-152.854,277.759,794.473,-16.1874,272.289
136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.607,-98.6135,261.855,398.788,-48.4571,259.059,-882.656,-152.855,277.759,794.458,-16.1944,272.304
137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.614,-98.6295,261.871,398.788,-48.4571,259.059,-882.656,-152.854,277.759,794.458,-16.1946,272.304
138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.613,-98.627,261.86,398.788,-48.4571,259.059,-882.656,-152.854,277.759,794.457,-16.1937,272.289
139,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7173,261.879,398.788,-48.4571,259.059,-882.665,-152.836,277.761,794.462,-16.1936,272.304
140,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6188,261.867,398.788,-48.4571,259.059,-882.656,-152.854,277.759,794.457,-16.1937,272.289
141,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6307,261.873,398.788,-48.4571,259.059,-882.656,-152.855,277.759,794.465,-16.1639,272.316
142,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6152,261.867,398.79,-48.4518,259.062,-882.665,-152.836,277.761,794.461,-16.1642,272.315
143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7169,261.879,398.79,-48.4517,259.062,-882.665,-152.836,277.761,794.464,-16.1636,272.316
144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.72,261.879,398.79,-48.4496,259.063,-882.656,-152.854,277.759,794.461,-16.1645,272.315
145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.604,-98.6335,261.873,398.788,-48.457,259.059,-882.656,-152.855,277.759,794.464,-16.1636,272.316
146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6151,261.867,398.789,-48.4602,259.067,-882.665,-152.836,277.761,794.465,-16.1636,272.316
147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6145,261.867,398.787,-48.4623,259.069,-882.665,-152.836,277.761,794.465,-16.1636,272.316
148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7172,261.879,398.789,-48.4602,259.067,-882.665,-152.836,277.761,794.454,-16.1839,272.315
149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.631,-98.7155,261.868,398.787,-48.4592,259.061,-882.665,-152.836,277.761,794.457,-16.1835,272.316
150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7185,261.879,398.778,-48.4875,259.066,-882.665,-152.836,277.761,794.457,-16.1832,272.316
151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6176,261.867,398.776,-48.4901,259.068,-882.665,-152.836,277.761,794.457,-16.1832,272.316
152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7138,261.879,398.778,-48.4899,259.065,-882.665,-152.836,277.761,794.457,-16.1832,272.316
153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.604,-98.6347,261.873,398.8,-48.4848,259.065,-882.665,-152.836,277.761,794.462,-16.1935,272.304
154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6153,261.867,398.79,-48.5121,259.065,-882.665,-152.836,277.761,794.456,-16.1825,272.3
155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6158,261.867,398.788,-48.5235,259.051,-882.664,-152.835,277.755,794.46,-16.1925,272.289
156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.788,-48.5165,259.065,-882.664,-152.835,277.755,794.459,-16.2159,272.306
157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7172,261.879,398.785,-48.5271,259.052,-882.664,-152.835,277.755,794.458,-16.2156,272.291
158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.605,-98.6392,261.872,398.786,-48.5218,259.063,-882.665,-152.836,277.761,794.458,-16.2153,272.291
159,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6153,261.867,398.776,-48.5315,259.049,-882.664,-152.835,277.755,794.455,-16.2187,272.293
160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6158,261.867,398.785,-48.5274,259.052,-882.665,-152.836,277.761,794.452,-16.2196,272.292
161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.787,-48.5251,259.05,-882.664,-152.835,277.755,794.451,-16.2347,272.291
162,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6299,261.849,398.785,-48.5286,259.051,-882.664,-152.835,277.755,794.451,-16.235,272.291
163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6303,261.849,398.785,-48.5287,259.051,-882.665,-152.836,277.761,794.451,-16.2348,272.291
164,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6301,261.849,398.797,-48.5513,259.051,-882.665,-152.836,277.761,794.451,-16.2348,272.291
165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6301,261.849,398.797,-48.5517,259.051,-882.665,-152.836,277.761,794.451,-16.2348,272.291
166,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6301,261.849,398.786,-48.5792,259.05,-882.665,-152.836,277.761,794.451,-16.2348,272.291
167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.638,-98.7304,261.861,398.786,-48.5797,259.05,-882.665,-152.836,277.761,794.451,-16.2348,272.291
168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.609,-98.6485,261.854,398.785,-48.5292,259.051,-882.665,-152.836,277.761,794.452,-16.2356,272.306
169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.638,-98.7295,261.861,398.785,-48.5281,259.051,-882.665,-152.836,277.761,794.447,-16.2359,272.291
170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.639,-98.7329,261.861,398.8,-48.5434,259.059,-882.665,-152.836,277.761,794.453,-16.2125,272.289
171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6178,261.867,398.785,-48.5289,259.051,-882.665,-152.836,277.761,794.455,-16.2128,272.304
172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.596,-98.6145,261.867,398.785,-48.5285,259.051,-882.665,-152.836,277.761,794.449,-16.2364,272.306
173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6298,261.849,398.777,-48.5259,259.059,-882.665,-152.836,277.761,794.455,-16.2137,272.304
174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6303,261.849,398.776,-48.5273,259.058,-882.665,-152.836,277.761,794.462,-16.1936,272.304
175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6322,261.873,398.777,-48.526,259.059,-882.665,-152.836,277.761,794.462,-16.1934,272.304
176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.605,-98.6366,261.873,398.777,-48.5259,259.059,-882.665,-152.836,277.761,794.455,-16.2129,272.304
177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6165,261.867,398.777,-48.5259,259.059,-882.665,-152.836,277.761,794.459,-16.2163,272.306
178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.604,-98.6361,261.872,398.786,-48.5217,259.063,-882.665,-152.836,277.761,794.462,-16.194,272.304
179,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6167,261.867,398.787,-48.4985,259.06,-882.665,-152.836,277.761,794.462,-16.1933,272.304
180,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6158,261.867,398.786,-48.4695,259.065,-882.665,-152.836,277.761,794.473,-16.1874,272.289
181,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6148,261.867,398.786,-48.4691,259.065,-882.665,-152.836,277.761,794.474,-16.188,272.304
182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.605,-98.6363,261.872,398.786,-48.4694,259.065,-882.665,-152.836,277.761,794.473,-16.1874,272.289
183,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6167,261.867,398.786,-48.4694,259.065,-882.665,-152.836,277.761,794.474,-16.188,272.304
184,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6158,261.867,398.776,-48.4737,259.061,-882.665,-152.836,277.761,794.473,-16.1874,272.289
185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.785,-48.4665,259.057,-882.665,-152.836,277.761,794.474,-16.188,272.304
186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.786,-48.4693,259.065,-882.665,-152.836,277.761,794.473,-16.1874,272.289
187,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7151,261.879,398.796,-48.4421,259.066,-882.665,-152.836,277.761,794.46,-16.1927,272.289
188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7199,261.879,398.786,-48.4689,259.065,-882.665,-152.836,277.761,794.461,-16.1936,272.304
189,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6176,261.867,398.799,-48.4348,259.066,-882.665,-152.836,277.761,794.474,-16.1882,272.304
190,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.596,-98.6147,261.867,398.8,-48.4338,259.066,-882.665,-152.836,277.761,794.474,-16.1881,272.304
191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.632,261.873,398.796,-48.4385,259.058,-882.665,-152.836,277.761,794.449,-16.1354,272.284
192,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.605,-98.6368,261.873,398.795,-48.4442,259.047,-882.665,-152.836,277.761,794.474,-16.1866,272.304
193,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6165,261.867,398.795,-48.4442,259.047,-882.665,-152.836,277.761,794.448,-16.1593,272.302
194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6158,261.867,398.786,-48.4463,259.062,-882.665,-152.836,277.761,794.446,-16.157,272.286
195,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.795,-48.4443,259.047,-882.665,-152.836,277.761,794.436,-16.1405,272.284
196,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.796,-48.4417,259.065,-882.665,-152.836,277.761,794.446,-16.1569,272.286
197,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.63,-98.7127,261.868,398.795,-48.4441,259.047,-882.665,-152.836,277.761,794.434,-16.1592,272.288
198,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6326,261.849,398.795,-48.4442,259.047,-882.665,-152.836,277.761,794.446,-16.1574,272.286
199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.629,261.849,398.799,-48.4394,259.037,-882.665,-152.836,277.761,794.43,-16.1636,272.286
200,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6162,261.867,398.788,-48.4682,259.035,-882.665,-152.836,277.761,794.433,-16.1628,272.286
201,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6159,261.867,398.798,-48.4957,259.052,-882.665,-152.836,277.761,794.446,-16.1574,272.286
202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.609,-98.6455,261.854,398.796,-48.4966,259.045,-882.665,-152.836,277.761,794.446,-16.1573,272.286
203,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6307,261.849,398.796,-48.4963,259.045,-882.665,-152.836,277.761,794.46,-16.1923,272.289
204,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6299,261.849,398.786,-48.504,259.049,-882.665,-152.836,277.761,794.46,-16.1932,272.289
205,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7174,261.879,398.796,-48.4996,259.053,-882.665,-152.836,277.761,794.455,-16.1972,272.29
206,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6325,261.849,398.798,-48.4973,259.051,-882.665,-152.836,277.761,794.457,-16.2162,272.301
207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6152,261.867,398.796,-48.4994,259.053,-882.664,-152.835,277.755,794.45,-16.2136,272.289
208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.638,-98.7299,261.861,398.79,-48.5165,259.049,-882.665,-152.836,277.761,794.447,-16.2355,272.29
209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6332,261.848,398.789,-48.5189,259.051,-882.664,-152.835,277.755,794.458,-16.2158,272.291
210,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.615,261.867,398.785,-48.5272,259.052,-882.664,-152.835,277.755,794.447,-16.2353,272.291
211,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6296,261.849,398.787,-48.5253,259.05,-882.665,-152.836,277.761,794.447,-16.236,272.291
212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6303,261.849,398.785,-48.5286,259.051,-882.664,-152.835,277.755,794.458,-16.2155,272.291
213,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6163,261.867,398.787,-48.5252,259.05,-882.664,-152.835,277.755,794.458,-16.2151,272.291
214,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6297,261.849,398.787,-48.525,259.057,-882.664,-152.835,277.755,794.447,-16.2355,272.291
215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6165,261.867,398.801,-48.5483,259.062,-882.664,-152.835,277.755,794.452,-16.2396,272.3
216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6297,261.849,398.787,-48.5256,259.05,-882.665,-152.836,277.761,794.452,-16.2395,272.3
217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6303,261.849,398.787,-48.5248,259.057,-882.664,-152.835,277.755,794.447,-16.2359,272.291
218,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6301,261.848,398.789,-48.5257,259.062,-882.664,-152.835,277.755,794.451,-16.2348,272.291
219,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6163,261.867,398.79,-48.5257,259.062,-882.664,-152.835,277.755,794.451,-16.2348,272.291
220,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6159,261.867,398.785,-48.5243,259.045,-882.664,-152.835,277.755,794.447,-16.2358,272.291
221,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7172,261.879,398.787,-48.5251,259.05,-882.664,-152.835,277.755,794.455,-16.2164,272.291
222,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6189,261.867,398.785,-48.5273,259.052,-882.664,-152.835,277.755,794.451,-16.2344,272.291
223,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6286,261.849,398.785,-48.5243,259.045,-882.664,-152.835,277.755,794.451,-16.2351,272.291
224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7175,261.879,398.786,-48.501,259.041,-882.664,-152.835,277.755,794.451,-16.2349,272.291
225,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7198,261.879,398.786,-48.5038,259.049,-882.664,-152.835,277.755,794.453,-16.2125,272.289
226,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6176,261.867,398.796,-48.4948,259.047,-882.664,-152.835,277.755,794.453,-16.212,272.289
227,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.596,-98.6147,261.867,398.786,-48.4989,259.043,-882.664,-152.835,277.755,794.46,-16.193,272.289
228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6125,261.858,398.796,-48.4948,259.047,-882.664,-152.835,277.755,794.43,-16.1638,272.286
229,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.595,-98.6117,261.856,398.786,-48.499,259.043,-882.664,-152.835,277.755,794.429,-16.181,272.289
230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.616,261.867,398.784,-48.4723,259.046,-882.665,-152.836,277.761,794.434,-16.1632,272.286
231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6162,261.867,398.797,-48.4889,259.049,-882.664,-152.835,277.755,794.43,-16.1634,272.286
232,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.776,-48.4712,259.045,-882.664,-152.835,277.755,794.433,-16.1628,272.286
233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.776,-48.4652,259.056,-882.664,-152.835,277.755,794.434,-16.1628,272.286
234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.595,-98.6118,261.856,398.789,-48.4618,259.039,-882.664,-152.835,277.755,794.43,-16.1636,272.286
235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.601,-98.6276,261.861,398.775,-48.4761,259.043,-882.664,-152.835,277.755,794.446,-16.1574,272.286
236,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.603,-98.6324,261.873,398.786,-48.4614,259.06,-882.664,-152.835,277.755,794.446,-16.1573,272.286
237,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6164,261.867,398.786,-48.4609,259.06,-882.665,-152.836,277.761,794.43,-16.1636,272.286
238,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6159,261.867,398.79,-48.4561,259.05,-882.664,-152.835,277.755,794.446,-16.1575,272.286
239,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.786,-48.461,259.06,-882.664,-152.835,277.755,794.446,-16.1573,272.286
240,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.595,-98.6118,261.856,398.785,-48.4664,259.057,-882.664,-152.835,277.755,794.446,-16.1574,272.286
241,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7171,261.879,398.777,-48.4653,259.056,-882.664,-152.835,277.755,794.43,-16.1636,272.286
242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.619,261.867,398.786,-48.4611,259.06,-882.664,-152.835,277.755,794.447,-16.1621,272.296
243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.596,-98.6148,261.867,398.775,-48.4704,259.054,-882.664,-152.835,277.755,794.433,-16.185,272.299
244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.609,-98.6455,261.854,398.795,-48.4611,259.045,-882.664,-152.835,277.755,794.434,-16.1633,272.286
245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.718,261.879,398.801,-48.4614,259.059,-882.664,-152.835,277.755,794.433,-16.1847,272.299
246,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.609,-98.648,261.854,398.807,-48.4833,259.045,-882.664,-152.835,277.755,794.434,-16.1633,272.286
247,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.606,-98.6407,261.843,398.803,-48.4886,259.055,-882.664,-152.835,277.755,794.433,-16.1625,272.286
248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.609,-98.6458,261.854,398.801,-48.4618,259.059,-882.648,-152.799,277.755,794.43,-16.1636,272.286
249,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.6,-98.6233,261.833,398.786,-48.5177,259.055,-882.648,-152.798,277.755,794.431,-16.1851,272.288
250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.626,-98.7604,261.846,398.796,-48.4915,259.056,-882.648,-152.798,277.755,794.428,-16.1865,272.288
251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.607,-98.6423,261.839,398.788,-48.5189,259.061,-882.639,-152.816,277.753,794.428,-16.1862,272.288
252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.626,-98.7573,261.846,398.777,-48.5177,259.054,-882.648,-152.799,277.755,794.428,-16.1862,272.288
253,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.598,-98.6797,261.84,398.786,-48.5186,259.055,-882.63,-152.832,277.751,794.431,-16.1854,272.289
254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.626,-98.7584,261.846,398.786,-48.5186,259.055,-882.648,-152.799,277.755,794.428,-16.1862,272.288
255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.629,-98.7708,261.862,398.801,-48.522,259.062,-882.63,-152.832,277.751,794.431,-16.1854,272.289
256,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.624,-98.7571,261.88,398.788,-48.5195,259.061,-882.646,-152.87,277.751,794.452,-16.2387,272.3
257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.588,-98.6559,261.868,398.801,-48.519,259.054,-882.648,-152.801,277.76,794.424,-16.2061,272.289
258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.587,-98.6533,261.868,398.786,-48.5186,259.055,-882.664,-152.833,277.755,794.447,-16.2349,272.29
259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6166,261.867,398.788,-48.5177,259.052,-882.664,-152.835,277.755,794.424,-16.2057,272.289
260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6156,261.867,398.812,-48.5427,259.053,-882.664,-152.835,277.755,794.422,-16.21,272.297
261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.797,-48.5415,259.056,-882.664,-152.835,277.755,794.458,-16.2152,272.291
262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.791,-48.5234,259.051,-882.665,-152.836,277.761,794.432,-16.1859,272.289
263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.812,-48.5414,259.054,-882.664,-152.835,277.755,794.454,-16.2153,272.29
264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.812,-48.5419,259.054,-882.664,-152.835,277.755,794.428,-16.187,272.288
265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.803,-48.5171,259.052,-882.664,-152.835,277.755,794.429,-16.1884,272.29
266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.801,-48.5188,259.054,-882.664,-152.835,277.755,794.431,-16.1854,272.289
267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.801,-48.5174,259.056,-882.664,-152.835,277.755,794.458,-16.2148,272.291
268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6161,261.867,398.801,-48.519,259.054,-882.664,-152.835,277.755,794.428,-16.187,272.288
269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.633,-98.7172,261.879,398.801,-48.519,259.054,-882.664,-152.835,277.755,794.454,-16.2153,272.29
270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6305,261.861,398.786,-48.5186,259.055,-882.664,-152.835,277.755,794.432,-16.1862,272.289
271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.597,-98.6151,261.867,398.801,-48.519,259.054,-882.664,-152.835,277.755,794.428,-16.1858,272.288
272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.63,-98.7125,261.868,398.801,-48.519,259.054,-882.664,-152.835,277.755,794.431,-16.1853,272.289
273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.6304,261.861,398.786,-48.5186,259.055,-882.648,-152.799,277.755,794.444,-16.1803,272.288
274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-209.602,-98.629,261.849,398.786,-48.5186,259.055,-882.648,-152.798,277.755,794.428,-16.1861,272.288
