Trajectories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Snake_85:Head_M1,,,Snake_85:M2,,,Snake_85:M3,,,Snake_85:M4,,,Snake_85:M5,,,Snake_85:M6,,,Snake_85:M7,,,Snake_85:M8,,,Snake_85:M9,,,Snake_85:Vent_M10,,,branchy:OriginEnd,,,branchy:TargetEnd,,,branchy:OriginOther,,,branchy:TargetOther,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
33557,0,-270.882,195.581,416.764,-269.884,145.856,374.486,,,,,,,-362.608,74.8632,329.305,-431.581,97.5239,343.772,-502.144,62.2869,319.948,-549.355,50.3409,291.969,-573.056,91.2181,343.099,,,,-260.13,109.457,324.713,235.726,128.902,320.56,-934.362,75.3446,339.505,408.683,133.502,330.787
33558,0,-271.013,195.73,416.763,-269.905,145.906,374.486,,,,,,,-362.609,74.8647,329.306,-431.534,97.6573,343.773,-502.052,62.6717,319.882,-549.333,50.2798,291.884,-573.087,91.0696,343.08,,,,-260.118,109.478,324.723,235.739,128.903,320.558,-934.358,75.3458,339.491,408.683,133.502,330.787
33559,0,-271.422,195.643,416.706,-269.978,145.881,374.484,,,,,,,-362.598,74.9511,329.271,,,,-502.031,62.8015,319.886,-549.315,50.2287,291.692,-573.088,90.9669,343.048,,,,-260.117,109.479,324.723,235.716,128.904,320.559,-934.405,75.6361,339.544,408.683,133.502,330.787
33560,0,-271.61,195.958,416.433,-270.041,145.813,374.362,,,,,,,-362.601,74.9494,329.25,-431.446,97.7669,343.791,-502.025,62.8167,319.885,-549.265,50.2557,291.665,-573.107,90.7979,343.046,,,,-260.104,109.531,324.722,235.726,128.902,320.56,-934.395,75.1443,339.509,408.713,133.399,330.782
33561,0,-271.664,196.221,416.186,-270.07,145.808,374.38,,,,-315.807,69.1118,318.988,-362.633,74.9452,329.252,-431.424,97.8385,343.717,-502.025,62.8142,319.886,-549.27,50.2697,291.595,-573.09,90.7462,343.049,,,,-260.141,109.516,324.721,235.837,128.81,320.448,-934.36,75.3645,339.484,408.684,133.499,330.787
33562,0,-271.876,196.328,416.116,-270.09,145.818,374.416,,,,-315.849,69.1255,319.054,-362.653,74.9781,329.23,-431.33,97.4807,343.466,-502.018,62.8442,319.881,-549.277,50.4064,291.55,-573.098,90.6992,343.073,,,,-260.128,109.567,324.719,235.836,128.807,320.453,-934.4,75.1517,339.51,408.681,133.513,330.772
33563,0,-272.117,196.489,416.018,-270.142,145.826,374.381,,,,-315.941,69.1391,319.169,-362.595,75.123,328.775,-431.331,97.3112,343.401,-502.037,62.9277,319.897,-549.277,50.4494,291.523,-573.064,90.6369,343.062,,,,-260.111,109.59,324.703,235.715,128.901,320.551,-934.4,75.141,339.511,408.681,133.515,330.773
33564,0,-272.471,196.77,415.873,-270.167,145.829,374.378,,,,-316.024,69.1738,319.227,-362.635,75.0566,329.162,-431.298,97.254,343.41,-502.02,63.0053,319.912,-549.27,50.4787,291.518,-573.018,90.6555,343.144,,,,-260.109,109.595,324.737,235.711,128.899,320.552,-934.439,75.4357,339.54,408.681,133.512,330.772
33565,0,-272.815,197.024,415.647,-270.189,145.834,374.378,,,,-316.071,69.2884,319.466,-362.633,74.9796,329.16,-431.276,97.2872,343.393,-502,63.0687,319.985,-549.242,50.5548,291.474,-572.967,90.6912,343.15,,,,-260.115,109.636,324.725,235.834,128.806,320.447,-934.38,75.2671,339.5,408.681,133.514,330.773
33566,0,-273.01,197.199,415.501,-270.258,145.821,374.375,,,,-316.087,69.2683,319.48,-362.663,74.971,329.145,-431.222,97.2947,343.375,-501.988,63.1294,319.977,-549.234,50.6004,291.464,-572.941,90.6785,343.187,,,,-260.134,109.631,324.708,235.713,128.897,320.551,-934.384,75.3834,339.514,408.681,133.512,330.772
33567,0,-273.202,197.369,415.466,-270.287,145.884,374.321,,,,-316.146,69.235,319.494,-362.59,75.3714,329.031,-431.177,97.3015,343.343,-501.855,63.4579,319.912,-549.232,50.6233,291.469,-572.944,90.6744,343.188,,,,-260.129,109.634,324.717,235.711,128.899,320.552,-934.357,75.3842,339.512,408.681,133.514,330.773
33568,0,-273.516,197.395,415.369,-270.334,145.831,374.262,,,,-316.201,69.2204,319.539,-362.661,75.0672,329.073,-431.123,97.2421,343.322,-501.835,63.5357,320.039,-549.225,50.6571,291.462,-572.953,90.6178,343.189,,,,-260.116,109.657,324.725,235.85,128.807,320.455,-934.357,75.3824,339.512,408.681,133.512,330.772
33569,0,-273.638,197.775,415.115,-270.338,145.854,374.251,,,,-316.231,69.1587,319.558,-362.627,74.9598,329.064,-431.089,97.3272,343.351,-501.8,63.6488,320.043,-549.173,50.6872,291.45,-572.923,90.5794,343.192,,,,-260.127,109.691,324.724,235.726,128.899,320.555,-934.446,75.4558,339.566,408.706,133.425,330.763
33570,0,-273.87,197.979,415.136,-270.388,145.837,374.212,,,,-315.996,69.7413,319.449,-362.681,74.9543,328.853,-431.238,96.9421,343.294,-501.752,63.7998,320.193,-549.139,50.6593,291.448,-572.921,90.5809,343.193,,,,-260.127,109.691,324.724,235.847,128.809,320.451,-934.409,75.6675,339.546,408.706,133.418,330.774
33571,0,-274.217,197.728,415.227,-270.419,145.902,374.234,,,,-316.214,69.4099,319.553,-362.681,74.955,328.815,-431.037,97.1769,343.293,-501.677,63.9226,320.227,-549.107,50.6294,291.456,-572.87,90.569,343.17,,,,-260.127,109.691,324.724,235.713,128.897,320.551,-934.404,75.6513,339.494,408.684,133.501,330.787
33572,0,-274.253,197.889,415.018,-270.437,145.859,373.993,,,,-316.396,69.1129,319.622,-362.662,74.8799,328.829,-430.935,97.2812,343.271,-501.603,64.0238,320.307,-549.077,50.5816,291.455,-572.896,90.5659,343.229,,,,-260.127,109.691,324.724,235.711,128.899,320.552,-934.378,75.2801,339.499,408.681,133.513,330.772
33573,0,-273.943,198.013,414.597,-270.578,145.934,373.98,,,,-316.469,69.0358,319.641,-362.68,74.8942,328.829,-430.901,97.3387,343.262,-501.572,64.1119,320.337,-548.803,51.0031,291.425,-572.548,90.7337,343.237,,,,-260.139,109.673,324.722,235.711,128.898,320.551,-934.419,75.5482,339.528,408.681,133.515,330.773
33574,0,-273.959,198.122,414.429,-270.568,146.407,373.785,,,,-316.456,69.0785,319.637,-362.716,74.9098,328.856,-430.987,97.7035,343.503,-501.512,64.153,320.402,-549.023,50.4947,291.549,-572.504,90.783,343.238,,,,-260.127,109.691,324.724,235.711,128.898,320.551,-934.42,75.6076,339.547,408.681,133.512,330.772
33575,0,-273.773,198.141,414.378,-270.796,146.275,374.122,,,,-316.466,69.1744,319.625,-362.69,74.8776,328.825,-430.869,97.3153,343.281,-501.483,64.2312,320.422,-548.93,50.6988,291.5,-572.532,90.7516,343.262,,,,-260.127,109.691,324.724,235.711,128.898,320.551,-934.419,75.5572,339.527,408.693,133.507,330.776
33576,0,-273.843,197.941,413.987,-270.744,146.228,373.889,,,,-316.488,69.1516,319.626,-362.724,74.8338,328.858,-430.784,97.2453,343.27,-501.45,64.1996,320.471,-549.013,50.3618,291.544,-572.535,90.7021,343.24,,,,-260.127,109.691,324.724,235.846,128.806,320.445,-934.426,75.5711,339.557,408.694,133.496,330.787
33577,0,-272.979,198.389,414.178,-270.851,146.247,373.95,,,,-316.495,69.1217,319.663,-362.716,74.8554,328.828,-430.761,97.286,343.229,-501.399,64.2016,320.501,-549.02,50.2754,291.591,-572.537,90.6983,343.239,,,,-260.128,109.687,324.717,235.725,128.897,320.548,-934.418,75.5654,339.515,408.693,133.506,330.776
33578,0,-272.503,198.305,414.128,-270.93,146.299,373.953,,,,-316.491,69.1266,319.733,-362.689,74.8665,328.866,-430.735,97.2521,343.234,-501.415,64.2793,320.57,-548.999,50.2129,291.573,-572.535,90.7011,343.239,,,,-260.127,109.691,324.724,235.714,128.903,320.552,-934.426,75.577,339.548,408.694,133.496,330.787
33579,0,-271.957,198.217,414.004,-270.895,146.539,373.91,,,,-316.485,69.1409,319.769,-362.718,74.81,328.845,-430.634,97.2911,343.224,-501.406,64.3144,320.633,-549.005,50.1751,291.578,-572.489,90.7777,343.165,,,,-260.114,109.688,324.725,235.847,128.808,320.451,-934.409,75.6685,339.546,408.694,133.495,330.787
33580,0,-271.112,198.332,413.663,-271.147,146.376,373.951,,,,-316.48,69.1552,319.803,-362.659,74.7526,328.848,-430.612,97.2404,342.997,-501.402,64.3195,320.68,-548.901,50.1665,291.629,-572.479,90.7917,343.163,,,,-260.104,109.651,324.72,235.713,128.897,320.551,-934.409,75.6705,339.542,408.691,133.502,330.774
33581,0,-270.743,198.036,413.878,-271.221,146.334,373.932,,,,-316.475,69.1658,319.838,-362.717,74.7039,328.853,-430.586,97.1503,342.989,-501.399,64.3237,320.713,-548.869,50.1092,291.647,-572.482,90.7873,343.164,,,,-260.1,109.654,324.702,235.711,128.899,320.552,-934.431,75.6503,339.492,408.694,133.498,330.788
33582,0,-270.068,197.778,413.836,-271.202,146.35,374.112,,,,-316.471,69.1749,319.876,-362.699,74.717,328.849,-430.563,97.1735,342.989,-501.395,64.3305,320.759,-548.88,50.1828,291.802,-572.493,90.7299,343.166,,,,-260.115,109.636,324.724,235.714,128.902,320.552,-934.454,75.6638,339.49,408.691,133.502,330.774
33583,0,-269.897,197.404,413.556,-271.386,146.239,373.899,,,,-316.471,69.1752,319.877,-362.701,74.6666,328.866,-430.55,97.1923,342.996,-501.421,64.3866,320.752,-548.832,50.1908,291.843,-572.498,90.7215,343.166,,,,-260.116,109.632,324.718,235.727,128.903,320.549,-934.457,75.5693,339.533,408.691,133.502,330.774
33584,0,-268.821,197.448,413.696,-271.503,146.139,373.901,,,,-316.492,69.2373,319.898,-362.724,74.6339,328.874,-430.42,97.2109,343.175,-501.416,64.411,320.781,-548.794,50.1748,291.88,-572.496,90.7244,343.166,,,,-260.129,109.635,324.717,235.849,128.81,320.445,-934.433,75.2822,339.502,408.718,133.414,330.767
33585,0,-268.141,197.273,413.643,-271.591,146.077,373.892,,,,-316.483,69.2676,319.93,-362.471,74.2491,328.975,-430.347,97.2453,343.189,-501.412,64.4179,320.815,-548.763,50.1383,291.932,-572.495,90.7257,343.166,,,,-260.116,109.632,324.718,235.853,128.812,320.445,-934.418,75.5423,339.529,408.692,133.502,330.775
33586,0,-267.535,197.028,413.457,-271.665,146.029,373.849,,,,-316.449,69.3327,319.995,-362.47,74.1363,328.999,-430.454,97.1696,343.124,-501.412,64.4154,320.816,-548.28,49.6076,292.182,-572.495,90.7257,343.166,,,,-260.122,109.624,324.702,235.728,128.902,320.549,-934.375,75.2889,339.522,408.712,133.426,330.761
33587,0,-267.17,196.41,413.036,-271.671,146.027,373.874,,,,-316.474,69.2868,320.007,-362.736,74.4622,328.913,-430.356,97.1085,343.154,-501.409,64.423,320.848,-548.274,49.5288,292.212,-572.504,90.6704,343.169,,,,-260.111,109.59,324.703,235.849,128.81,320.446,-934.391,75.139,339.534,408.694,133.493,330.788
33588,0,-266.046,196.765,413.151,-271.762,145.978,373.851,,,,-316.478,69.2641,320.073,-362.733,74.5496,328.837,-430.29,97.1254,343.137,-501.405,64.4304,320.891,-548.664,50.101,291.966,-572.5,90.7171,343.166,,,,-260.105,109.598,324.719,235.716,128.901,320.551,-934.398,75.2589,339.525,408.694,133.496,330.787
33589,0,-265.547,196.118,413.182,-271.949,145.627,373.967,,,,-316.474,69.2692,320.121,-362.697,74.4232,328.792,-430.231,97.0743,343.137,-501.431,64.4861,320.885,-548.562,50.5499,291.854,-572.674,90.5267,343.12,,,,-260.135,109.572,324.71,235.717,128.907,320.553,-934.418,75.1476,339.533,408.694,133.495,330.787
33590,0,-265.109,195.896,413.252,-271.996,145.563,373.967,,,,-316.518,69.2835,320.205,-362.678,74.3305,328.753,-430.175,97.1059,343.12,-501.425,64.5086,320.927,-548.609,50.2719,291.958,-572.692,90.5015,343.095,,,,-260.112,109.589,324.703,235.849,128.805,320.44,-934.403,75.1103,339.54,408.693,133.494,330.778
33591,0,-264.431,195.475,413.177,-272.016,145.528,373.942,,,,-316.514,69.2964,320.284,-362.657,74.2428,328.744,-430.124,97.101,343.121,-501.398,64.5842,320.943,-548.231,49.7667,292.159,-572.726,90.4401,343.169,,,,-260.127,109.568,324.719,235.727,128.899,320.553,-934.402,75.1132,339.535,408.694,133.495,330.787
33592,0,-263.979,195.143,413.181,-272.024,145.494,373.889,,,,-316.535,69.2474,320.392,-362.641,74.1059,328.538,-430.082,97.1353,343.134,-501.393,64.6034,320.953,-548.22,49.7334,292.178,-572.657,90.5122,343.077,,,,-260.116,109.532,324.731,235.849,128.81,320.446,-934.403,75.1109,339.538,408.692,133.505,330.774
33593,0,-263.501,194.774,413.145,-272.005,145.519,373.857,,,,-316.567,69.1681,320.458,-362.552,74.0615,328.296,-429.983,97.1589,343.148,-501.364,64.5503,320.996,-548.206,49.8137,292.146,-572.698,90.4006,343.15,,,,-260.135,109.523,324.737,235.729,128.903,320.555,-934.376,75.1074,339.538,408.694,133.498,330.788
33594,0,-262.928,194.468,412.977,-272.088,145.567,373.845,,,,-316.598,69.0919,320.522,-362.558,73.9523,328.138,-429.962,97.1438,343.15,-501.348,64.5719,321.174,-548.497,50.2717,291.992,-572.667,90.4549,343.124,,,,-260.141,109.514,324.729,235.714,128.903,320.552,-934.366,75.3211,339.515,408.683,133.5,330.786
33595,0,-262.337,194.333,412.987,-272.066,145.573,373.833,,,,-316.602,69.0786,320.526,-362.545,73.8991,328.054,-429.809,97.9948,342.98,-501.314,64.5397,321.249,-548.542,50.2856,291.909,-572.702,90.3941,343.152,,,,-260.141,109.514,324.729,235.727,128.903,320.549,-934.37,75.3199,339.494,408.694,133.496,330.787
33596,0,-261.488,194.132,412.822,-272.058,145.502,373.881,,,,-316.648,69.0891,320.576,-362.518,73.8052,328.041,-429.805,97.2278,343.097,-501.283,64.4817,321.313,-548.466,50.3048,291.99,-572.713,90.3789,343.153,,,,-260.141,109.514,324.729,235.716,128.901,320.568,-934.366,75.3253,339.516,408.683,133.502,330.787
33597,0,-260.947,193.935,412.712,-271.903,145.556,373.944,,,,-316.68,69.0239,320.591,-362.512,73.7907,328.003,-429.877,97.1088,343.191,-501.255,64.4208,321.356,-548.431,50.2667,292.025,-572.676,90.3513,343.156,,,,-260.13,109.461,324.721,235.728,128.905,320.556,-934.364,75.3377,339.515,408.683,133.5,330.786
33598,0,-260.544,193.579,412.67,-271.939,145.536,373.893,,,,-316.685,69.0027,320.594,-362.523,73.7444,327.97,-429.853,97.2187,343.205,-501.253,64.4173,321.403,-548.453,50.2432,291.933,-572.688,90.3346,343.18,,,,-260.13,109.457,324.731,235.715,128.904,320.559,-934.366,75.3258,339.516,408.683,133.502,330.787
33599,0,-260.127,193.344,412.68,-271.794,145.479,373.923,,,,-316.736,69.0007,320.599,-362.506,73.7157,327.952,-429.783,97.2194,343.19,-501.25,64.2862,321.465,-548.382,50.2834,292.014,-572.676,90.3492,343.157,,,,-260.13,109.457,324.713,235.728,128.905,320.556,-934.338,75.3243,339.512,408.683,133.502,330.787
33600,0,-259.526,193.09,412.679,-271.499,145.397,373.859,,,,-316.737,68.9997,320.616,-362.51,73.7175,327.926,-429.751,97.2673,343.225,-501.252,64.2557,321.518,-548.419,50.2135,291.966,-572.629,90.3788,343.157,,,,-260.131,109.457,324.713,235.728,128.905,320.556,-934.366,75.3254,339.516,408.691,133.471,330.773
33601,0,-258.905,193.013,412.622,-271.135,145.353,373.876,,,,-316.763,68.9431,320.66,-362.502,73.6533,327.901,-429.704,97.2011,343.186,-501.307,64.1017,321.543,-548.379,50.2899,292.051,-572.624,90.3848,343.157,,,,-260.131,109.457,324.713,235.853,128.816,320.452,-934.365,75.3302,339.517,408.684,133.503,330.796
33602,0,-258.296,192.874,412.5,-270.792,145.504,373.583,,,,-316.82,68.9158,320.687,-362.501,73.6426,327.912,-429.721,97.1996,343.206,-501.233,64.2925,321.52,-548.376,50.3087,292.051,-572.626,90.3823,343.157,,,,-260.131,109.457,324.713,235.729,128.903,320.555,-934.366,75.3255,339.516,408.683,133.5,330.786
33603,0,-257.78,192.619,412.384,-270.598,145.544,373.564,,,,-316.84,68.9799,320.726,-362.491,73.6324,327.919,-429.619,97.4393,343.133,-501.24,64.31,321.551,-548.353,50.2303,292.059,-572.627,90.3812,343.157,,,,-260.131,109.457,324.713,235.715,128.905,320.559,-934.365,75.3293,339.513,408.683,133.5,330.786
33604,0,-257.333,192.294,412.171,-270.661,146.086,373.483,,,,-317.095,68.4218,321.105,-362.536,73.653,327.913,-429.646,97.2754,343.203,-501.301,64.1246,321.577,-548.349,50.2418,292.06,-572.641,90.364,343.181,,,,-260.131,109.457,324.713,235.716,128.901,320.568,-934.365,75.3295,339.513,408.683,133.502,330.787
33605,0,-256.969,192.076,412.125,-270.557,146.122,373.233,,,,-316.938,68.7866,320.873,-362.544,73.6648,327.91,-429.652,97.47,343.13,-501.283,64.0173,321.596,-548.242,50.5537,291.883,-572.584,90.4036,343.158,,,,-260.131,109.457,324.713,235.715,128.899,320.561,-934.365,75.3303,339.517,408.683,133.502,330.787
33606,0,-256.65,191.689,411.817,-270.111,145.648,372.925,,,,-316.857,69.0742,320.983,-362.551,73.6224,327.912,-429.683,97.2994,343.177,-501.229,64.2966,321.553,-548.234,50.6235,291.865,-572.576,90.4144,343.158,,,,-260.131,109.457,324.713,235.728,128.905,320.556,-934.365,75.3295,339.513,408.683,133.5,330.786
33607,0,-255.808,191.738,411.833,-270.191,145.252,372.557,,,,-316.852,69.0972,321.006,-362.538,73.5982,327.92,-429.635,97.5955,343.132,-501.291,64.1705,321.576,-548.24,50.5966,291.843,-572.578,90.4118,343.158,,,,-260.131,109.457,324.713,235.725,128.9,320.553,-934.365,75.3294,339.513,408.69,133.473,330.778
33608,0,-255.294,191.552,411.591,-270.16,145.061,372.648,,,,-316.911,69.0504,321.05,-362.535,73.6488,327.912,-429.642,97.6964,343.111,-501.31,64.0792,321.593,-548.235,50.6104,291.869,-572.579,90.4103,343.158,,,,-260.131,109.457,324.713,235.739,128.903,320.557,-934.365,75.3294,339.513,408.684,133.487,330.763
33609,0,-254.62,191.436,411.142,-269.867,144.621,372.514,,,,-316.938,69.0879,321.094,-362.545,73.62,327.936,-429.611,97.7196,343.132,-501.253,64.234,321.583,-548.234,50.6147,291.869,-572.579,90.4103,343.158,,,,-260.131,109.457,324.713,235.726,128.902,320.56,-934.361,75.3384,339.535,408.685,133.489,330.775
33610,0,-254.127,191.46,411.003,-269.614,144.465,372.442,,,,-316.876,69.3254,321.124,-362.586,73.6833,327.979,-429.649,97.7147,343.123,-501.268,64.349,321.562,-548.238,50.599,291.882,-572.623,90.385,343.157,,,,-260.106,109.474,324.716,235.726,128.902,320.56,-934.361,75.3387,339.536,408.706,133.416,330.775
33611,0,-253.375,191.544,410.81,-269.256,145.098,371.909,,,,-316.847,69.4632,321.122,-362.601,73.7113,327.976,-429.656,97.7057,343.122,-501.252,64.4028,321.556,-548.229,50.6427,291.87,-572.584,90.4039,343.158,,,,-260.127,109.459,324.709,235.722,128.896,320.553,-934.365,75.3296,339.513,408.705,133.418,330.774
33612,0,-252.799,191.121,410.468,-269.385,144.592,371.816,,,,-316.879,69.5692,321.151,-362.607,73.7196,327.998,-429.646,97.7546,343.131,-501.263,64.365,321.606,-548.225,50.671,291.865,-572.603,90.3994,343.161,,,,-260.106,109.495,324.717,235.722,128.896,320.553,-934.366,75.3253,339.516,408.683,133.498,330.786
33613,0,-252.177,190.775,410.203,-269.26,144.47,371.639,,,,-316.872,69.6973,321.177,-362.586,73.6964,328.048,-429.67,97.8045,343.127,-501.215,64.3575,321.62,-548.197,50.6273,291.881,-572.607,90.395,343.161,,,,-260.125,109.513,324.716,235.723,128.898,320.56,-934.39,75.3468,339.513,408.693,133.466,330.783
33614,0,-251.589,190.158,409.75,-269.198,144.613,371.596,,,,-316.876,69.8049,321.239,-362.603,73.7737,328.068,-429.662,97.8185,343.111,-501.264,64.3479,321.624,-548.194,50.6217,291.913,-572.572,90.5027,343.081,,,,-260.125,109.514,324.707,235.726,128.902,320.56,-934.39,75.3475,339.513,408.695,133.497,330.788
33615,0,-250.856,189.684,409.344,-269.047,144.73,371.521,,,,-316.893,69.8823,321.267,-362.649,73.4384,328.53,-429.658,97.8554,343.047,-501.25,64.386,321.665,-548.293,50.4464,292.069,-572.582,90.4569,343.147,,,,-260.117,109.529,324.715,235.737,128.896,320.566,-934.363,75.3423,339.512,408.683,133.475,330.782
33616,0,-250.3,189.423,409.112,-268.895,145.068,371.386,,,,-316.884,69.8488,321.474,-362.535,73.6199,328.526,-429.667,97.8159,343.06,-501.208,64.3755,321.676,-548.271,50.3565,292.092,-572.595,90.5041,343.087,,,,-260.117,109.529,324.715,235.723,128.898,320.56,-934.479,75.414,339.572,408.719,133.412,330.779
33617,0,-249.75,189.09,408.865,-268.743,145.328,371.192,,,,-316.951,69.8499,321.322,-362.577,73.7983,328.456,-429.669,97.8384,343.06,-501.208,64.3674,321.691,-548.268,50.3505,292.122,-572.61,90.491,343.079,,,,-260.128,109.561,324.722,235.723,128.898,320.56,-934.419,75.1499,339.535,408.676,133.504,330.788
33618,0,-249.077,189.075,408.521,-268.668,145.253,371.002,,,,-316.94,69.8896,321.646,-362.577,73.8366,328.483,-429.667,97.9101,343.073,-501.229,64.3005,321.753,-548.261,50.3893,292.153,-572.58,90.5048,343.075,,,,-260.128,109.583,324.723,235.723,128.898,320.56,-934.419,75.1404,339.535,408.693,133.497,330.787
33619,0,-248.512,188.877,408.162,-268.67,145.177,370.996,,,,-316.963,69.9409,321.695,-362.616,73.8559,328.542,-429.677,97.9805,343.024,-501.208,64.3525,321.742,-548.264,50.3587,292.158,-572.563,90.5246,343.078,,,,-260.128,109.585,324.713,235.723,128.898,320.56,-934.419,75.1443,339.535,408.675,133.504,330.787
33620,0,-248.219,188.572,407.854,-268.455,145.167,371.228,,,,-316.974,70.0325,321.754,-362.583,73.9029,328.544,-429.655,98.0506,343.029,-501.202,64.2501,321.759,-548.284,50.2989,292.172,-572.583,90.5015,343.073,,,,-260.129,109.579,324.716,235.723,128.898,320.56,-934.419,75.1446,339.535,408.675,133.505,330.787
33621,0,-247.842,188.336,407.535,-268.44,145.176,371.216,,,,-316.967,70.0596,321.741,-362.563,73.9047,328.631,-429.678,98.0191,343.062,-501.208,64.3395,321.758,-548.28,50.3018,292.175,-572.588,90.4953,343.073,,,,-260.126,109.631,324.714,235.722,128.896,320.553,-934.419,75.1446,339.535,408.673,133.514,330.774
33622,0,-247.291,188.058,407.066,-268.535,145.165,371.004,,,,-316.963,70.0647,321.776,-362.541,73.8817,328.537,-429.685,97.9366,343.051,-501.203,64.3788,321.751,-548.285,50.2722,292.195,-572.579,90.5499,343.07,,,,-260.132,109.623,324.698,235.85,128.803,320.442,-934.394,75.6222,339.523,408.68,133.483,330.778
33623,0,-246.447,188.241,407.019,-268.549,145.138,371.021,,,,-316.966,70.0576,321.779,-362.54,73.9983,328.628,-429.682,98.3868,343.095,-501.227,64.3063,321.766,-548.307,50.196,292.227,-572.608,90.546,343.072,,,,-260.133,109.625,324.737,235.723,128.895,320.552,-934.352,75.3804,339.512,408.675,133.504,330.787
33624,0,-246.003,187.605,406.503,-268.577,145.179,371.021,,,,-316.965,70.0588,322.051,-362.543,74.0196,328.632,-429.624,98.2452,343.029,-501.232,64.2786,321.771,-548.301,50.2124,292.254,-572.556,90.5783,343.076,,,,-260.133,109.625,324.737,235.722,128.897,320.553,-934.385,75.3839,339.512,408.672,133.512,330.774
33625,0,-245.272,187.221,406.089,-268.447,145.176,371.21,,,,-316.973,70.0367,322.068,-362.543,74.0174,328.664,-429.676,98.0209,343.06,-501.207,64.3531,321.756,-548.3,50.2222,292.253,-572.626,90.5225,343.093,,,,-260.129,109.65,324.72,235.848,128.806,320.455,-934.375,75.2847,339.523,408.672,133.512,330.773
33626,0,-244.683,186.859,405.907,-268.577,145.177,371.038,,,,-316.973,70.035,322.063,-362.522,74.0248,328.662,-429.669,97.9844,343.038,-501.202,64.3797,321.751,-548.297,50.2496,292.258,-572.606,90.5458,343.076,,,,-260.117,109.65,324.712,235.724,128.897,320.559,-934.358,75.38,339.514,408.672,133.511,330.774
33627,0,-243.943,186.339,405.643,-268.45,145.172,371.208,,,,-316.996,70.0939,322.054,-362.515,74.0765,328.673,-429.683,98.0312,343.059,-501.229,64.4328,321.744,-548.3,50.2347,292.261,-572.618,90.5333,343.07,,,,-260.117,109.647,324.721,235.722,128.899,320.56,-934.358,75.3846,339.514,408.672,133.511,330.774
33628,0,-243.271,185.754,405.312,-268.57,145.173,371.027,,,,-316.985,70.1299,322.086,-362.439,74.0228,328.697,-429.672,98.1217,343.101,-501.228,64.443,321.742,-548.325,50.2931,292.245,-572.613,90.5384,343.072,,,,-260.117,109.647,324.721,235.848,128.806,320.455,-934.374,75.2904,339.517,408.672,133.523,330.762
33629,0,-242.619,185.309,404.918,-268.559,145.159,371.025,,,,-316.983,70.1334,322.087,-362.414,73.9832,328.71,-429.664,98.1424,343.101,-501.202,64.3823,321.751,-548.325,50.3064,292.242,-572.671,90.4988,343.067,,,,-260.128,109.687,324.717,235.848,128.802,320.448,-934.366,75.3181,339.543,408.673,133.514,330.774
33630,0,-241.982,184.72,404.469,-268.428,145.167,371.191,,,,-317.007,70.0781,322.117,-362.413,73.975,328.708,-429.678,98.2524,343.153,-501.204,64.3646,321.754,-548.325,50.3033,292.243,-572.678,90.4896,343.066,,,,-260.134,109.673,324.704,235.848,128.805,320.454,-934.366,75.3241,339.538,408.683,133.478,330.778
33631,0,-241.306,184.124,404.141,-268.412,145.156,371.19,,,,-317.046,70.0885,322.12,-362.404,74.1397,328.688,-429.64,98.3392,343.098,-501.205,64.3692,321.739,-548.329,50.282,292.247,-572.617,90.5337,343.072,,,,-260.135,109.674,324.694,235.848,128.805,320.454,-934.374,75.2904,339.517,408.685,133.481,330.78
